x, y, z
1335019.31, 5018648.94, 752.0600000000001
1335017.48, 5018651.18, 752.12
1335016.74, 5018652.09, 752.17
1335016.3800000001, 5018652.53, 752.1800000000001
1335015.29, 5018653.87, 752.29
1335014.93, 5018654.3100000005, 752.3000000000001
1335014.2, 5018655.21, 752.29
1335013.83, 5018655.66, 752.28
1335013.46, 5018656.11, 752.29
1335013.1, 5018656.5600000005, 752.29
1335012.73, 5018657.01, 752.3000000000001
1335012.36, 5018657.46, 752.3000000000001
1335012.0, 5018657.91, 752.28
1335010.16, 5018660.17, 752.09
1335009.54, 5018659.95, 751.88
1335009.91, 5018659.49, 752.0600000000001
1335011.0, 5018658.14, 752.03
1335011.3800000001, 5018657.69, 751.96
1335011.75, 5018657.22, 752.0
1335012.12, 5018656.7700000005, 752.04
1335012.48, 5018656.33, 752.02
1335012.83, 5018655.89, 751.98
1335013.2, 5018655.44, 751.92
1335013.57, 5018654.98, 751.95
1335013.94, 5018654.53, 751.91
1335014.3, 5018654.08, 751.89
1335014.68, 5018653.62, 751.88
1335015.04, 5018653.17, 751.8100000000001
1335015.41, 5018652.72, 751.8000000000001
1335015.77, 5018652.2700000005, 751.7
1335016.1400000001, 5018651.82, 751.71
1335016.51, 5018651.37, 751.74
1335017.24, 5018650.47, 751.76
1335017.6, 5018650.0200000005, 751.7
1335017.97, 5018649.57, 751.61
1335018.33, 5018649.12, 751.5600000000001
1335018.71, 5018648.66, 751.59
1335019.07, 5018648.21, 751.49
1335019.44, 5018647.7700000005, 751.44
1335019.81, 5018647.3, 751.5
1335020.55, 5018646.39, 751.72
1335020.92, 5018645.94, 751.85
1335021.28, 5018645.49, 751.98
1335021.6400000001, 5018645.05, 752.01
1335022.02, 5018644.58, 752.0600000000001
1335022.3800000001, 5018644.13, 752.19
1335022.75, 5018643.68, 752.28
1335023.12, 5018643.22, 752.36
1335023.48, 5018642.7700000005, 752.36
1335023.85, 5018642.32, 752.35
1335024.21, 5018641.87, 752.38
1335024.58, 5018641.42, 752.48
1335024.95, 5018640.97, 752.52
1335024.25, 5018640.73, 751.99
1335023.87, 5018641.19, 751.9
1335023.5, 5018641.65, 751.95
1335023.1400000001, 5018642.09, 751.9
1335022.78, 5018642.53, 751.88
1335022.41, 5018642.98, 751.86
1335022.05, 5018643.43, 751.79
1335021.68, 5018643.89, 751.69
1335020.58, 5018645.24, 751.38
1335020.2, 5018645.71, 751.28
1335019.47, 5018646.600000001, 751.21
1335019.11, 5018647.05, 751.14
1335018.74, 5018647.5, 751.09
1335018.37, 5018647.95, 751.07
1335018.01, 5018648.4, 751.1
1335017.6400000001, 5018648.850000001, 751.15
1335017.28, 5018649.3, 751.26
1335016.18, 5018650.64, 751.42
1335015.81, 5018651.100000001, 751.42
1335015.45, 5018651.54, 751.46
1335015.08, 5018651.99, 751.49
1335014.71, 5018652.44, 751.54
1335014.35, 5018652.89, 751.51
1335013.98, 5018653.34, 751.46
1335013.61, 5018653.79, 751.52
1335013.25, 5018654.24, 751.54
1335012.8800000001, 5018654.69, 751.54
1335012.52, 5018655.14, 751.64
1335011.78, 5018656.04, 751.7
1335011.42, 5018656.49, 751.72
1335011.05, 5018656.94, 751.7
1335010.68, 5018657.39, 751.69
1335010.32, 5018657.84, 751.67
1335009.95, 5018658.29, 751.6800000000001
1335009.59, 5018658.73, 751.88
1335009.22, 5018659.19, 751.82
1335008.6, 5018658.99, 751.67
1335008.96, 5018658.55, 751.65
1335009.33, 5018658.09, 751.54
1335009.7, 5018657.63, 751.52
1335010.07, 5018657.18, 751.5600000000001
1335010.44, 5018656.73, 751.5500000000001
1335010.8, 5018656.28, 751.53
1335011.17, 5018655.83, 751.38
1335011.53, 5018655.39, 751.28
1335011.8900000001, 5018654.94, 751.1800000000001
1335012.26, 5018654.49, 751.19
1335012.6300000001, 5018654.03, 751.19
1335012.99, 5018653.58, 751.19
1335013.36, 5018653.13, 751.23
1335013.73, 5018652.68, 751.24
1335014.09, 5018652.23, 751.21
1335014.46, 5018651.78, 751.22
1335014.82, 5018651.33, 751.1800000000001
1335015.19, 5018650.88, 751.07
1335015.55, 5018650.43, 751.0500000000001
1335015.92, 5018649.98, 750.96
1335016.29, 5018649.53, 750.9300000000001
1335016.67, 5018649.0600000005, 750.9
1335017.03, 5018648.61, 750.89
1335017.4000000001, 5018648.16, 750.85
1335017.76, 5018647.72, 750.86
1335018.11, 5018647.28, 750.9
1335018.48, 5018646.83, 750.91
1335018.85, 5018646.37, 750.88
1335019.22, 5018645.92, 750.86
1335019.58, 5018645.47, 750.89
1335019.96, 5018645.0, 750.91
1335020.33, 5018644.55, 750.99
1335020.69, 5018644.100000001, 751.15
1335021.06, 5018643.64, 751.23
1335021.43, 5018643.19, 751.26
1335021.79, 5018642.74, 751.21
1335022.16, 5018642.29, 751.27
1335023.26, 5018640.93, 751.51
1335023.6300000001, 5018640.48, 751.51
1335023.99, 5018640.03, 751.42
1335022.9000000001, 5018640.0600000005, 751.0500000000001
1335022.53, 5018640.51, 750.86
1335022.16, 5018640.96, 750.75
1335021.79, 5018641.42, 750.71
1335021.43, 5018641.86, 750.73
1335021.06, 5018642.32, 750.71
1335020.69, 5018642.7700000005, 750.66
1335020.33, 5018643.22, 750.65
1335019.96, 5018643.67, 750.64
1335019.59, 5018644.13, 750.53
1335019.22, 5018644.59, 750.47
1335018.86, 5018645.0200000005, 750.46
1335018.49, 5018645.47, 750.47
1335018.1300000001, 5018645.92, 750.49
1335017.76, 5018646.37, 750.51
1335017.3900000001, 5018646.82, 750.5500000000001
1335017.02, 5018647.28, 750.45
1335016.66, 5018647.73, 750.38
1335016.29, 5018648.18, 750.38
1335015.92, 5018648.63, 750.33
1335015.56, 5018649.08, 750.3100000000001
1335015.19, 5018649.53, 750.36
1335014.82, 5018649.98, 750.4
1335014.46, 5018650.43, 750.48
1335014.09, 5018650.88, 750.6
1335013.72, 5018651.33, 750.69
1335013.35, 5018651.79, 750.69
1335013.0, 5018652.22, 750.84
1335012.6300000001, 5018652.67, 750.87
1335012.26, 5018653.12, 750.88
1335011.9000000001, 5018653.57, 750.88
1335011.53, 5018654.0200000005, 750.86
1335011.16, 5018654.47, 750.79
1335010.8, 5018654.92, 750.8100000000001
1335010.43, 5018655.37, 750.84
1335010.06, 5018655.82, 750.88
1335009.7, 5018656.2700000005, 751.08
1335009.34, 5018656.71, 751.25
1335008.97, 5018657.16, 751.3000000000001
1335008.6, 5018657.61, 751.3000000000001
1335008.24, 5018658.0600000005, 751.38
1335007.52, 5018657.97, 751.19
1335007.8800000001, 5018657.5200000005, 751.15
1335008.25, 5018657.08, 751.0
1335008.61, 5018656.63, 750.8000000000001
1335008.97, 5018656.18, 750.76
1335009.34, 5018655.74, 750.61
1335009.7, 5018655.29, 750.49
1335010.07, 5018654.83, 750.39
1335010.45, 5018654.37, 750.47
1335011.54, 5018653.0200000005, 750.57
1335011.9000000001, 5018652.58, 750.5500000000001
1335012.27, 5018652.12, 750.47
1335012.6500000001, 5018651.66, 750.44
1335013.01, 5018651.21, 750.38
1335013.3800000001, 5018650.76, 750.29
1335013.74, 5018650.3100000005, 750.2
1335014.11, 5018649.87, 750.09
1335014.47, 5018649.42, 750.11
1335014.83, 5018648.98, 750.1
1335015.2, 5018648.51, 750.09
1335015.57, 5018648.0600000005, 750.12
1335015.94, 5018647.61, 750.11
1335016.3, 5018647.16, 750.16
1335016.67, 5018646.71, 750.15
1335017.77, 5018645.350000001, 750.1800000000001
1335018.1400000001, 5018644.9, 750.22
1335018.5, 5018644.45, 750.2
1335018.87, 5018644.0, 750.28
1335019.97, 5018642.64, 750.32
1335020.33, 5018642.19, 750.32
1335020.7, 5018641.74, 750.38
1335021.07, 5018641.29, 750.4300000000001
1335021.44, 5018640.83, 750.4
1335021.82, 5018640.37, 750.36
1335020.12, 5018641.3100000005, 749.99
1335019.77, 5018641.75, 749.9300000000001
1335019.4000000001, 5018642.2, 749.91
1335019.03, 5018642.65, 749.86
1335018.66, 5018643.11, 749.85
1335018.29, 5018643.5600000005, 749.83
1335017.93, 5018644.0, 749.82
1335017.56, 5018644.46, 749.72
1335017.2, 5018644.91, 749.76
1335016.46, 5018645.8100000005, 749.69
1335016.1, 5018646.26, 749.78
1335015.73, 5018646.71, 749.76
1335015.36, 5018647.17, 749.75
1335014.99, 5018647.62, 749.73
1335014.6300000001, 5018648.0600000005, 749.79
1335014.26, 5018648.51, 749.83
1335013.9000000001, 5018648.96, 749.78
1335013.53, 5018649.41, 749.77
1335013.16, 5018649.86, 749.79
1335012.8, 5018650.3100000005, 749.87
1335012.43, 5018650.76, 749.85
1335012.06, 5018651.21, 749.9
1335011.7, 5018651.66, 749.96
1335011.33, 5018652.11, 750.09
1335010.97, 5018652.5600000005, 750.1
1335010.6, 5018653.01, 749.99
1335010.23, 5018653.46, 750.03
1335009.87, 5018653.91, 750.03
1335009.5, 5018654.37, 750.02
1335009.1300000001, 5018654.8100000005, 750.0600000000001
1335008.77, 5018655.26, 750.22
1335008.4000000001, 5018655.71, 750.32
1335008.04, 5018656.16, 750.37
1335007.67, 5018656.600000001, 750.47
1335007.31, 5018657.05, 750.6
1335006.91, 5018656.62, 750.13
1335007.27, 5018656.16, 750.17
1335007.6400000001, 5018655.72, 750.01
1335008.0, 5018655.2700000005, 749.94
1335008.36, 5018654.82, 749.77
1335008.73, 5018654.37, 749.71
1335009.09, 5018653.92, 749.7
1335009.46, 5018653.47, 749.65
1335010.57, 5018652.11, 749.58
1335010.94, 5018651.65, 749.5600000000001
1335011.3, 5018651.21, 749.54
1335011.66, 5018650.76, 749.53
1335012.04, 5018650.3, 749.44
1335012.41, 5018649.850000001, 749.42
1335012.77, 5018649.39, 749.44
1335013.1400000001, 5018648.94, 749.52
1335013.51, 5018648.49, 749.52
1335013.87, 5018648.04, 749.45
1335014.24, 5018647.59, 749.4
1335014.6, 5018647.14, 749.38
1335014.97, 5018646.69, 749.36
1335015.34, 5018646.24, 749.36
1335015.7, 5018645.79, 749.36
1335016.07, 5018645.33, 749.3100000000001
1335016.43, 5018644.88, 749.28
1335016.8, 5018644.43, 749.36
1335017.54, 5018643.5200000005, 749.51
1335017.91, 5018643.0600000005, 749.54
1335018.29, 5018642.600000001, 749.5500000000001
1335018.6500000001, 5018642.15, 749.59
1335019.01, 5018641.71, 749.6
1335019.3900000001, 5018641.24, 749.62
1335019.75, 5018640.79, 749.59
1335020.12, 5018640.34, 749.62
1335019.3900000001, 5018640.04, 749.23
1335019.03, 5018640.5, 749.21
1335018.66, 5018640.95, 749.17
1335018.29, 5018641.4, 749.13
1335017.92, 5018641.850000001, 749.0600000000001
1335017.56, 5018642.3, 749.09
1335017.18, 5018642.76, 749.08
1335016.45, 5018643.67, 748.94
1335016.07, 5018644.13, 748.87
1335015.72, 5018644.57, 748.8000000000001
1335014.62, 5018645.92, 748.84
1335014.25, 5018646.37, 748.92
1335013.8800000001, 5018646.82, 748.98
1335013.52, 5018647.2700000005, 749.02
1335013.1500000001, 5018647.72, 749.0500000000001
1335012.79, 5018648.17, 749.1
1335012.42, 5018648.62, 749.14
1335010.95, 5018650.42, 749.12
1335010.21, 5018651.32, 749.11
1335009.85, 5018651.78, 749.07
1335009.48, 5018652.23, 749.15
1335008.3800000001, 5018653.57, 749.32
1335008.01, 5018654.03, 749.3000000000001
1335007.6500000001, 5018654.48, 749.3000000000001
1335007.28, 5018654.92, 749.44
1335006.92, 5018655.37, 749.49
1335006.56, 5018655.8100000005, 749.66
1335006.2, 5018656.25, 749.76
1335005.98, 5018655.42, 749.32
1335006.35, 5018654.97, 749.12
1335006.72, 5018654.5200000005, 749.03
1335007.08, 5018654.08, 748.99
1335007.45, 5018653.62, 748.98
1335007.83, 5018653.16, 748.9
1335008.19, 5018652.71, 748.83
1335008.56, 5018652.26, 748.78
1335008.92, 5018651.8100000005, 748.73
1335009.29, 5018651.350000001, 748.74
1335009.66, 5018650.9, 748.71
1335010.02, 5018650.45, 748.69
1335010.3900000001, 5018650.0, 748.58
1335010.75, 5018649.55, 748.51
1335011.12, 5018649.100000001, 748.59
1335011.49, 5018648.64, 748.64
1335011.86, 5018648.19, 748.71
1335012.22, 5018647.74, 748.7
1335012.59, 5018647.29, 748.69
1335012.96, 5018646.84, 748.61
1335013.32, 5018646.39, 748.5600000000001
1335013.69, 5018645.94, 748.45
1335014.05, 5018645.49, 748.36
1335014.42, 5018645.04, 748.27
1335014.79, 5018644.58, 748.23
1335015.52, 5018643.68, 748.3100000000001
1335016.62, 5018642.32, 748.64
1335017.0, 5018641.86, 748.63
1335017.37, 5018641.4, 748.5
1335017.73, 5018640.95, 748.63
1335018.48, 5018640.03, 748.78
1335017.35, 5018640.28, 748.13
1335016.98, 5018640.73, 748.08
1335016.61, 5018641.19, 748.0600000000001
1335016.24, 5018641.64, 747.97
1335015.87, 5018642.100000001, 747.86
1335015.5, 5018642.5600000005, 747.88
1335015.1400000001, 5018643.0, 747.9
1335014.77, 5018643.45, 747.87
1335014.4000000001, 5018643.9, 747.84
1335014.04, 5018644.350000001, 747.86
1335013.3, 5018645.26, 747.86
1335012.93, 5018645.71, 747.88
1335012.57, 5018646.15, 748.0
1335011.47, 5018647.5, 748.29
1335011.1, 5018647.95, 748.3000000000001
1335010.74, 5018648.4, 748.27
1335010.37, 5018648.86, 748.22
1335010.0, 5018649.3100000005, 748.21
1335009.6300000001, 5018649.76, 748.23
1335008.9000000001, 5018650.66, 748.3100000000001
1335008.53, 5018651.11, 748.29
1335008.17, 5018651.5600000005, 748.3000000000001
1335007.8, 5018652.01, 748.42
1335007.43, 5018652.46, 748.51
1335007.07, 5018652.91, 748.58
1335006.7, 5018653.36, 748.65
1335006.34, 5018653.8100000005, 748.69
1335005.97, 5018654.26, 748.76
1335005.6, 5018654.71, 748.84
1335005.24, 5018655.15, 748.91
1335005.01, 5018654.5200000005, 748.64
1335005.37, 5018654.07, 748.57
1335005.74, 5018653.62, 748.44
1335006.12, 5018653.15, 748.39
1335006.48, 5018652.7, 748.34
1335006.85, 5018652.25, 748.29
1335007.21, 5018651.8, 748.1800000000001
1335007.58, 5018651.350000001, 748.09
1335007.94, 5018650.91, 748.02
1335008.3, 5018650.47, 748.0
1335008.68, 5018650.0, 747.99
1335009.05, 5018649.55, 747.98
1335009.41, 5018649.100000001, 748.0
1335009.78, 5018648.65, 747.98
1335010.1500000001, 5018648.19, 748.03
1335011.24, 5018646.84, 747.85
1335011.61, 5018646.4, 747.5600000000001
1335011.97, 5018645.95, 747.46
1335012.34, 5018645.49, 747.53
1335012.71, 5018645.04, 747.51
1335013.07, 5018644.59, 747.52
1335013.44, 5018644.14, 747.52
1335013.81, 5018643.69, 747.54
1335014.18, 5018643.23, 747.52
1335014.55, 5018642.7700000005, 747.52
1335014.93, 5018642.3100000005, 747.47
1335015.29, 5018641.86, 747.52
1335015.6500000001, 5018641.41, 747.61
1335016.02, 5018640.96, 747.7
1335016.3800000001, 5018640.5200000005, 747.71
1335015.3, 5018640.74, 747.13
1335014.94, 5018641.2, 747.12
1335014.57, 5018641.65, 747.1
1335014.2, 5018642.100000001, 747.12
1335013.47, 5018643.0, 747.09
1335013.1, 5018643.46, 746.99
1335012.73, 5018643.91, 746.99
1335011.6300000001, 5018645.26, 747.12
1335011.26, 5018645.72, 747.0500000000001
1335010.9000000001, 5018646.16, 747.1800000000001
1335009.06, 5018648.41, 747.54
1335007.96, 5018649.7700000005, 747.59
1335007.23, 5018650.67, 747.66
1335006.86, 5018651.12, 747.7
1335006.49, 5018651.57, 747.76
1335006.1300000001, 5018652.0200000005, 747.86
1335005.76, 5018652.47, 747.92
1335005.4000000001, 5018652.91, 748.0500000000001
1335005.05, 5018653.34, 748.14
1335004.68, 5018653.79, 748.32
1335004.32, 5018654.23, 748.41
1335004.04, 5018653.63, 748.11
1335004.4000000001, 5018653.18, 747.98
1335004.76, 5018652.74, 747.86
1335005.1400000001, 5018652.28, 747.73
1335005.5, 5018651.83, 747.6
1335005.87, 5018651.38, 747.5500000000001
1335006.23, 5018650.93, 747.44
1335006.96, 5018650.04, 747.11
1335007.33, 5018649.59, 747.03
1335008.06, 5018648.68, 747.08
1335008.43, 5018648.23, 747.1
1335008.8, 5018647.78, 746.99
1335009.16, 5018647.33, 746.96
1335010.26, 5018645.98, 746.63
1335010.62, 5018645.53, 746.66
1335010.99, 5018645.07, 746.73
1335011.36, 5018644.62, 746.6800000000001
1335011.73, 5018644.17, 746.63
1335012.09, 5018643.72, 746.58
1335012.46, 5018643.26, 746.58
1335012.83, 5018642.8100000005, 746.61
1335013.2, 5018642.36, 746.67
1335013.56, 5018641.9, 746.74
1335014.68, 5018640.53, 746.84
1335015.03, 5018640.09, 746.84
1335013.94, 5018640.18, 746.16
1335013.57, 5018640.64, 746.12
1335013.2, 5018641.09, 746.17
1335012.47, 5018641.99, 746.3000000000001
1335012.1, 5018642.44, 746.22
1335011.73, 5018642.89, 746.22
1335011.37, 5018643.34, 746.29
1335011.0, 5018643.8, 746.28
1335010.6300000001, 5018644.25, 746.26
1335010.26, 5018644.7, 746.22
1335009.8900000001, 5018645.15, 746.25
1335009.53, 5018645.61, 746.28
1335009.16, 5018646.05, 746.4
1335008.43, 5018646.95, 746.6
1335008.06, 5018647.4, 746.61
1335007.69, 5018647.86, 746.64
1335007.33, 5018648.3100000005, 746.63
1335006.97, 5018648.75, 746.64
1335006.61, 5018649.19, 746.66
1335005.87, 5018650.09, 746.73
1335005.1300000001, 5018651.0, 747.11
1335004.77, 5018651.45, 747.14
1335004.41, 5018651.88, 747.24
1335004.05, 5018652.33, 747.34
1335003.68, 5018652.78, 747.48
1335003.0, 5018652.73, 747.3000000000001
1335003.36, 5018652.28, 747.21
1335003.73, 5018651.84, 747.02
1335004.09, 5018651.39, 746.89
1335004.46, 5018650.94, 746.89
1335004.82, 5018650.49, 746.82
1335005.55, 5018649.59, 746.51
1335005.92, 5018649.14, 746.4
1335006.28, 5018648.69, 746.36
1335006.66, 5018648.23, 746.3100000000001
1335007.03, 5018647.7700000005, 746.32
1335007.3800000001, 5018647.33, 746.36
1335007.75, 5018646.88, 746.37
1335008.12, 5018646.43, 746.35
1335009.58, 5018644.63, 745.96
1335009.95, 5018644.17, 745.96
1335010.32, 5018643.71, 745.95
1335010.7, 5018643.25, 745.92
1335011.07, 5018642.8, 745.88
1335011.43, 5018642.34, 745.88
1335011.8, 5018641.89, 745.91
1335012.53, 5018640.99, 745.76
1335012.9000000001, 5018640.54, 745.77
1335013.27, 5018640.08, 745.76
1335012.28, 5018640.2, 745.35
1335011.91, 5018640.65, 745.33
1335011.55, 5018641.11, 745.35
1335011.18, 5018641.5600000005, 745.41
1335010.81, 5018642.01, 745.44
1335008.97, 5018644.2700000005, 745.61
1335008.6, 5018644.73, 745.63
1335008.24, 5018645.17, 745.7
1335007.1300000001, 5018646.53, 746.07
1335006.77, 5018646.97, 746.07
1335006.4000000001, 5018647.43, 746.03
1335006.03, 5018647.88, 746.02
1335005.66, 5018648.34, 746.0600000000001
1335005.3, 5018648.7700000005, 746.14
1335004.94, 5018649.23, 746.12
1335004.57, 5018649.68, 746.19
1335004.21, 5018650.12, 746.33
1335003.84, 5018650.57, 746.49
1335003.47, 5018651.0200000005, 746.57
1335003.11, 5018651.47, 746.62
1335002.74, 5018651.92, 746.75
1335002.31, 5018651.54, 746.58
1335002.68, 5018651.09, 746.48
1335003.05, 5018650.63, 746.35
1335003.42, 5018650.17, 746.26
1335003.78, 5018649.73, 746.08
1335004.1400000001, 5018649.28, 746.0
1335004.52, 5018648.82, 745.95
1335005.25, 5018647.92, 745.76
1335005.62, 5018647.47, 745.71
1335005.98, 5018647.0200000005, 745.74
1335006.35, 5018646.5600000005, 745.72
1335006.72, 5018646.11, 745.69
1335007.08, 5018645.66, 745.61
1335007.45, 5018645.21, 745.44
1335008.18, 5018644.3100000005, 745.39
1335009.28, 5018642.95, 745.26
1335009.6500000001, 5018642.5, 745.2
1335010.02, 5018642.05, 745.1
1335010.3800000001, 5018641.600000001, 745.09
1335011.1300000001, 5018640.68, 744.96
1335010.61, 5018640.16, 744.47
1335010.24, 5018640.61, 744.5
1335009.87, 5018641.0600000005, 744.52
1335009.1400000001, 5018641.96, 744.62
1335008.41, 5018642.86, 744.8100000000001
1335008.04, 5018643.3100000005, 744.95
1335007.32, 5018644.2, 745.11
1335006.22, 5018645.55, 745.48
1335005.85, 5018646.0, 745.54
1335005.49, 5018646.45, 745.61
1335005.11, 5018646.9, 745.6
1335004.75, 5018647.350000001, 745.6
1335004.37, 5018647.82, 745.54
1335004.0, 5018648.2700000005, 745.5500000000001
1335003.6300000001, 5018648.72, 745.62
1335003.27, 5018649.17, 745.77
1335002.91, 5018649.62, 745.97
1335002.54, 5018650.0600000005, 746.13
1335002.18, 5018650.5, 746.26
1335001.83, 5018650.94, 746.41
1335001.25, 5018650.59, 746.16
1335001.62, 5018650.14, 746.0600000000001
1335001.98, 5018649.69, 745.91
1335002.34, 5018649.24, 745.7
1335002.71, 5018648.8, 745.5600000000001
1335003.07, 5018648.350000001, 745.42
1335003.44, 5018647.9, 745.39
1335003.81, 5018647.44, 745.37
1335004.17, 5018646.99, 745.37
1335004.54, 5018646.53, 745.44
1335004.91, 5018646.08, 745.4300000000001
1335005.28, 5018645.62, 745.37
1335005.6500000001, 5018645.17, 745.17
1335006.0, 5018644.74, 744.86
1335007.47, 5018642.94, 744.52
1335007.84, 5018642.48, 744.48
1335008.22, 5018642.01, 744.32
1335008.58, 5018641.57, 744.1800000000001
1335008.95, 5018641.11, 744.11
1335009.68, 5018640.21, 743.97
1335008.91, 5018640.04, 743.66
1335008.55, 5018640.49, 743.78
1335008.18, 5018640.94, 743.8100000000001
1335007.81, 5018641.39, 743.91
1335007.44, 5018641.84, 743.92
1335007.08, 5018642.3, 743.9300000000001
1335006.71, 5018642.75, 744.02
1335005.61, 5018644.09, 744.41
1335004.8900000001, 5018644.98, 745.1
1335004.52, 5018645.42, 745.24
1335004.1500000001, 5018645.88, 745.26
1335003.78, 5018646.33, 745.25
1335003.42, 5018646.78, 745.22
1335003.05, 5018647.24, 745.22
1335002.68, 5018647.69, 745.21
1335002.31, 5018648.14, 745.24
1335001.95, 5018648.59, 745.36
1335001.58, 5018649.04, 745.47
1335001.21, 5018649.49, 745.5500000000001
1335000.85, 5018649.94, 745.66
1335000.6, 5018649.34, 745.3100000000001
1335000.97, 5018648.88, 745.26
1335001.32, 5018648.44, 745.2
1335001.7, 5018647.98, 745.12
1335002.07, 5018647.5200000005, 745.08
1335002.44, 5018647.07, 745.08
1335002.81, 5018646.61, 745.11
1335003.18, 5018646.16, 745.12
1335003.54, 5018645.7, 745.16
1335003.91, 5018645.25, 745.11
1335004.28, 5018644.8, 744.98
1335004.6400000001, 5018644.36, 744.51
1335005.0, 5018643.92, 744.22
1335005.36, 5018643.47, 744.0500000000001
1335005.73, 5018643.0200000005, 744.01
1335006.1, 5018642.57, 743.9
1335006.46, 5018642.12, 743.74
1335006.83, 5018641.67, 743.7
1335007.2, 5018641.21, 743.6800000000001
1335007.56, 5018640.76, 743.58
1335007.93, 5018640.3100000005, 743.48
1335007.24, 5018640.08, 743.19
1335006.87, 5018640.54, 743.2
1335005.03, 5018642.79, 743.6800000000001
1335004.67, 5018643.23, 743.75
1335003.59, 5018644.5600000005, 744.71
1335003.22, 5018645.01, 744.91
1335002.86, 5018645.46, 745.0
1335002.49, 5018645.91, 744.97
1335002.12, 5018646.36, 744.9300000000001
1335001.75, 5018646.82, 744.86
1335001.37, 5018647.28, 744.85
1335001.0, 5018647.74, 744.89
1335000.6400000001, 5018648.18, 744.94
1335000.28, 5018648.63, 744.94
1334999.91, 5018649.08, 744.96
1334999.6, 5018648.5200000005, 744.75
1334999.97, 5018648.0600000005, 744.72
1335000.34, 5018647.600000001, 744.71
1335000.71, 5018647.15, 744.69
1335001.08, 5018646.7, 744.72
1335001.44, 5018646.24, 744.72
1335001.81, 5018645.79, 744.71
1335002.18, 5018645.33, 744.75
1335002.55, 5018644.88, 744.74
1335003.27, 5018643.99, 744.25
1335003.6300000001, 5018643.55, 743.91
1335004.0, 5018643.100000001, 743.79
1335004.37, 5018642.64, 743.54
1335004.74, 5018642.19, 743.4
1335005.48, 5018640.03, 742.5500000000001
1335005.12, 5018640.48, 742.71
1335004.75, 5018640.92, 742.79
1335004.3900000001, 5018641.37, 742.9
1335004.02, 5018641.8100000005, 743.19
1335002.93, 5018643.15, 743.8000000000001
1335002.56, 5018643.61, 743.96
1335002.19, 5018644.0600000005, 744.25
1335001.83, 5018644.5, 744.41
1335001.46, 5018644.96, 744.45
1335001.09, 5018645.41, 744.39
1335000.36, 5018646.3100000005, 744.46
1334999.99, 5018646.7700000005, 744.45
1334999.62, 5018647.22, 744.44
1334999.25, 5018647.68, 744.44
1334998.8800000001, 5018647.25, 744.35
1334999.24, 5018646.8, 744.25
1334999.61, 5018646.350000001, 744.29
1334999.98, 5018645.88, 744.26
1335000.36, 5018645.42, 744.2
1335001.09, 5018644.5200000005, 744.23
1335001.45, 5018644.08, 744.13
1335001.81, 5018643.63, 743.97
1335002.56, 5018642.72, 743.54
1335003.27, 5018641.84, 743.12
1335003.6400000001, 5018641.39, 742.92
1335004.01, 5018640.93, 742.73
1335004.3800000001, 5018640.48, 742.5500000000001
1335004.74, 5018640.03, 742.4300000000001
1335003.74, 5018640.17, 742.4
1335003.37, 5018640.62, 742.53
1335003.01, 5018641.07, 742.63
1335002.6400000001, 5018641.51, 742.87
1335002.28, 5018641.96, 743.1
1335001.91, 5018642.41, 743.27
1335000.08, 5018644.65, 743.96
1334999.72, 5018645.11, 743.99
