x, y, z
1334999.35, 5018645.5600000005, 743.99
1334997.79, 5018646.59, 743.74
1334998.1500000001, 5018646.14, 743.62
1334998.52, 5018645.69, 743.62
1334998.8900000001, 5018645.23, 743.66
1334999.26, 5018644.78, 743.67
1334999.99, 5018643.87, 743.5500000000001
1335000.36, 5018643.42, 743.49
1335001.09, 5018642.5200000005, 743.22
1335001.46, 5018642.0600000005, 743.02
1335001.84, 5018641.600000001, 742.87
1335001.6400000001, 5018640.65, 742.41
1335001.28, 5018641.100000001, 742.5600000000001
1335000.91, 5018641.55, 742.69
1335000.55, 5018642.0, 742.85
1335000.18, 5018642.45, 742.98
1334999.46, 5018643.33, 743.19
1334999.09, 5018643.79, 743.25
1334998.71, 5018644.26, 743.21
1334998.34, 5018644.71, 743.19
1334997.97, 5018645.17, 743.1800000000001
1334997.23, 5018646.07, 743.17
1334996.98, 5018645.39, 742.84
1334997.35, 5018644.92, 742.87
1334997.72, 5018644.46, 742.92
1334998.09, 5018644.01, 742.92
1334998.46, 5018643.55, 742.96
1334999.56, 5018642.19, 742.83
1335001.02, 5018640.4, 742.1800000000001
1335000.23, 5018640.29, 741.91
1334999.87, 5018640.74, 742.0500000000001
1334999.5, 5018641.19, 742.22
1334999.1400000001, 5018641.64, 742.46
1334998.77, 5018642.09, 742.59
1334998.4000000001, 5018642.54, 742.66
1334997.67, 5018643.44, 742.74
1334997.29, 5018643.91, 742.7
1334996.92, 5018644.36, 742.71
1334996.56, 5018644.8100000005, 742.69
1334996.3, 5018644.25, 742.48
1334997.03, 5018643.350000001, 742.39
1334997.77, 5018642.43, 742.42
1334998.5, 5018641.53, 742.27
1334998.87, 5018641.08, 742.09
1334999.23, 5018640.63, 741.87
1334999.6, 5018640.18, 741.72
1334998.46, 5018640.47, 741.66
1334998.09, 5018640.92, 741.78
1334997.72, 5018641.38, 741.91
1334996.98, 5018642.29, 741.98
1334996.62, 5018642.73, 741.92
1334996.24, 5018643.19, 741.98
1334995.19, 5018643.59, 741.59
1334995.56, 5018643.14, 741.59
1334995.93, 5018642.68, 741.58
1334996.3, 5018642.23, 741.62
1334997.03, 5018641.32, 741.5500000000001
1334997.4000000001, 5018640.86, 741.51
1334997.77, 5018640.41, 741.4300000000001
1334997.0, 5018640.13, 740.9
1334996.6300000001, 5018640.59, 740.96
1334995.9000000001, 5018641.49, 741.15
1334994.8, 5018642.850000001, 740.99
1334994.4000000001, 5018642.48, 740.54
1334994.77, 5018642.0200000005, 740.66
1334995.8800000001, 5018640.65, 740.71
1334996.25, 5018640.19, 740.71
1334995.23, 5018640.38, 740.37
1334994.86, 5018640.84, 740.35
1334994.49, 5018641.29, 740.42
1334993.98, 5018641.01, 740.15
1334994.34, 5018640.57, 740.09
1334994.71, 5018640.12, 740.12
1334993.78, 5018640.15, 739.84
1334993.41, 5018640.61, 739.85
1334993.04, 5018641.0600000005, 739.9
1334992.81, 5018640.37, 739.64
1335018.59, 5018649.82, 752.32
1335018.21, 5018650.28, 752.37
1335010.6400000001, 5018658.58, 752.32
1335025.68, 5018640.0600000005, 752.86
1335024.61, 5018640.2700000005, 752.24
1335020.95, 5018644.7700000005, 752.15
1335020.34, 5018644.5200000005, 752.01
1335011.19, 5018653.46, 750.74
1335016.45, 5018644.86, 750.16
1335010.18, 5018647.04, 747.8100000000001
1335009.81, 5018647.49, 747.84
1335008.7, 5018648.850000001, 747.9
1335008.33, 5018649.3100000005, 747.84
1335007.7, 5018649.12, 747.54
1335005.2, 5018650.0200000005, 747.12
1335007.8800000001, 5018645.61, 746.07
1335007.82, 5018644.75, 745.76
1335007.68, 5018643.74, 745.33
1335006.3800000001, 5018644.2700000005, 745.29
1335006.75, 5018643.8100000005, 745.36
1335007.12, 5018643.36, 745.0500000000001
1335006.36, 5018643.17, 744.87
1335005.99, 5018643.62, 744.95
1335005.25, 5018644.5200000005, 745.16
1335005.77, 5018641.89, 743.88
1335004.32, 5018643.66, 744.45
1335005.1, 5018641.74, 743.51
1335005.47, 5018641.29, 743.5600000000001
1335005.83, 5018640.84, 743.5
1335003.67, 5018642.25, 743.59
1335002.92, 5018642.2700000005, 743.71
1335002.55, 5018640.72, 742.82
1334997.61, 5018645.61, 743.46
1334995.52, 5018641.09, 741.04
